uniprot_id,Protein names,Gene names,Fasta headers,id,MCF10A_UT_1,MCF10A_UT_2,MCF10A_UT_3,MDA_MB_231_UT_1,MDA_MB_231_UT_2,MDA_MB_231_UT_3,HCC1937_UT_1,HCC1937_UT_2,HCC1937_UT_3,MCF10A_TR_1,MCF10A_TR_2,MCF10A_TR_3,MDA_MB_231_TR_1,MDA_MB_231_TR_2,MDA_MB_231_TR_3,HCC1937_TR_1,HCC1937_TR_2,HCC1937_TR_3
Q6P6C2,RNA demethylase ALKBH5,ALKBH5,sp|Q6P6C2|ALKB5_HUMAN RNA demethylase ALKBH5 OS=Homo sapiens OX=9606 GN=ALKBH5 PE=1 SV=2,6597,168130,151060,164290,272950,173790,211620,149710,148710,137170,173260,159560,158550,223290,220820,220060,169280,183480,183750
Q6P995,Protein FAM171B,FAM171B,sp|Q6P995|F171B_HUMAN Protein FAM171B OS=Homo sapiens OX=9606 GN=FAM171B PE=2 SV=3,6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,sp|Q6P996|PDXD1_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2;tr|H3BND4|H3BND4_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=1,6599,1909100,1672000,1564000,1443500,1383900,1381500,4632200,3864200,4037200,2814200,1996300,2286200,1879600,1718400,1620500,4689900,4552600,4802900
Q6P9B6,TLD domain-containing protein 1,TLDC1,"sp|Q6P9B6|TLDC1_HUMAN TLD domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TLDC1 PE=1 SV=2;tr|H3BM75|H3BM75_HUMAN MTOR-associated protein, eak-7 homolog OS=Homo sapiens OX=9606 GN=MEAK7 PE=1 SV=1",6600,3577200,3366300,2971900,1887100,1792600,1898100,4745800,4066700,4191500,4319100,3103800,3623300,2268000,2212900,2066400,4647700,4911500,4857100
Q6P9B9,Integrator complex subunit 5,INTS5,sp|Q6P9B9|INT5_HUMAN Integrator complex subunit 5 OS=Homo sapiens OX=9606 GN=INTS5 PE=1 SV=1,6601,440670,373850,330410,297610,265250,317610,315800,238520,265010,561070,364820,448430,344880,308960,322690,287130,274930,309650
Q6P9G4,Transmembrane protein 154,TMEM154,sp|Q6P9G4|TM154_HUMAN Transmembrane protein 154 OS=Homo sapiens OX=9606 GN=TMEM154 PE=1 SV=2;tr|A0A087WZ54|A0A087WZ54_HUMAN Transmembrane protein 154 OS=Homo sapiens OX=9606 GN=TMEM154 PE=1 SV=1,6602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6P9H4,Connector enhancer of kinase suppressor of ras 3,CNKSR3,sp|Q6P9H4|CNKR3_HUMAN Connector enhancer of kinase suppressor of ras 3 OS=Homo sapiens OX=9606 GN=CNKSR3 PE=1 SV=1;tr|Q5T4Y8|Q5T4Y8_HUMAN Connector enhancer of kinase suppressor of ras 3 (Fragment) OS=Homo sapiens OX=9606 GN=CNKSR3 PE=1 SV=8;sp|G9CGD6|CNIP,6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PCB5,Round spermatid basic protein 1-like protein,RSBN1L,sp|Q6PCB5|RSBNL_HUMAN Round spermatid basic protein 1-like protein OS=Homo sapiens OX=9606 GN=RSBN1L PE=1 SV=2,6604,89281,78037,69081,119170,107550,125150,96431,90935,95034,91393,64554,80161,118490,113660,115030,91342,92727,96480
Q6PCB6,Alpha/beta hydrolase domain-containing protein 17C,ABHD17C,sp|Q6PCB6|AB17C_HUMAN Alpha/beta hydrolase domain-containing protein 17C OS=Homo sapiens OX=9606 GN=ABHD17C PE=1 SV=2,6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PCB7,Long-chain fatty acid transport protein 1,SLC27A1,sp|Q6PCB7|S27A1_HUMAN Long-chain fatty acid transport protein 1 OS=Homo sapiens OX=9606 GN=SLC27A1 PE=1 SV=1,6606,59102,49853,48844,77388,63126,69357,135900,128120,130390,92718,62902,71012,98593,96252,97766,170400,172510,182800
Q6PCD5,E3 ubiquitin-protein ligase RFWD3,RFWD3,sp|Q6PCD5|RFWD3_HUMAN E3 ubiquitin-protein ligase RFWD3 OS=Homo sapiens OX=9606 GN=RFWD3 PE=1 SV=3,6607,59151,51863,44226,82101,74685,78067,60200,55294,55035,27796,19165,24599,27458,23610,23706,30311,31543,31226
Q6PCE3,"Glucose 1,6-bisphosphate synthase",PGM2L1,"sp|Q6PCE3|PGM2L_HUMAN Glucose 1,6-bisphosphate synthase OS=Homo sapiens OX=9606 GN=PGM2L1 PE=1 SV=3",6608,238990,209970,210250,248920,179490,212630,103920,58597,84372,270210,211330,232480,231770,193060,195720,65820,71603,71945
Q6PD62,RNA polymerase-associated protein CTR9 homolog,CTR9,sp|Q6PD62|CTR9_HUMAN RNA polymerase-associated protein CTR9 homolog OS=Homo sapiens OX=9606 GN=CTR9 PE=1 SV=1,6609,1852100,1676700,1485900,1501300,1384500,1543600,1304000,1259800,1214000,1874900,1352300,1545000,1404700,1268800,1262300,989850,1007000,1032400
Q6PD74,Alpha- and gamma-adaptin-binding protein p34,AAGAB,sp|Q6PD74|AAGAB_HUMAN Alpha- and gamma-adaptin-binding protein p34 OS=Homo sapiens OX=9606 GN=AAGAB PE=1 SV=1,6610,926210,819860,752800,608000,530370,574800,978280,865030,861840,927670,692380,763410,491120,466970,477260,882360,837600,896840
Q6PEV8,Protein FAM199X,FAM199X,sp|Q6PEV8|F199X_HUMAN Protein FAM199X OS=Homo sapiens OX=9606 GN=FAM199X PE=1 SV=1,6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PGP7,Tetratricopeptide repeat protein 37,TTC37,sp|Q6PGP7|TTC37_HUMAN Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1,6613,3707400,3265000,3027200,385230,366150,394210,1891200,1573000,1638200,3900700,2717400,3219500,408340,400760,393070,1708600,1648000,1710000
Q6PHR2,Serine/threonine-protein kinase ULK3,ULK3,sp|Q6PHR2|ULK3_HUMAN Serine/threonine-protein kinase ULK3 OS=Homo sapiens OX=9606 GN=ULK3 PE=1 SV=2,6614,0,0,0,0,0,0,0,0,0,14465,9024.2,10567,7211.8,7204.7,6752.2,6171.1,6581,6928.8
Q6PI47,BTB/POZ domain-containing protein KCTD18,KCTD18,sp|Q6PI47|KCD18_HUMAN BTB/POZ domain-containing protein KCTD18 OS=Homo sapiens OX=9606 GN=KCTD18 PE=2 SV=2,6615,171830,150220,130690,130080,114710,114680,134960,128200,127740,121230,99439,114130,78900,103450,82153,95413,84701,107430
Q6PI48,"Aspartate--tRNA ligase, mitochondrial",DARS2,"sp|Q6PI48|SYDM_HUMAN Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1;tr|A0A3B3ISK7|A0A3B3ISK7_HUMAN Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1;tr|A0A3B3IT01|A0A3B3IT01_HUMAN Aspartate--",6616,3355000,3759700,2764600,1109600,1056200,1140800,4792800,4626300,4567200,3299200,2255900,2633300,1118000,1041000,871550,3971200,3906300,3865100
Q6PI78,Transmembrane protein 65,TMEM65,sp|Q6PI78|TMM65_HUMAN Transmembrane protein 65 OS=Homo sapiens OX=9606 GN=TMEM65 PE=1 SV=2,6617,1007700,846070,847240,940420,787890,916650,586590,524230,526240,1503200,1171900,1236400,1281700,1242800,1274700,793590,813940,828750
Q6PID6,Tetratricopeptide repeat protein 33,TTC33,sp|Q6PID6|TTC33_HUMAN Tetratricopeptide repeat protein 33 OS=Homo sapiens OX=9606 GN=TTC33 PE=1 SV=2,6618,5069.9,5315.5,7196.3,2248.6,1865.9,3831,5029,5830.7,5268.3,6403.9,6425.5,7761.7,2501.1,3498.7,3013.2,3980.7,5248.4,4282.7
Q6PIJ6,F-box only protein 38,FBXO38,sp|Q6PIJ6|FBX38_HUMAN F-box only protein 38 OS=Homo sapiens OX=9606 GN=FBXO38 PE=1 SV=3,6619,45121,44675,38205,27126,27325,22633,27953,21827,22346,121050,90384,100310,76659,71667,68238,55265,58677,64966
Q6PIW4,Fidgetin-like protein 1,FIGNL1,sp|Q6PIW4|FIGL1_HUMAN Fidgetin-like protein 1 OS=Homo sapiens OX=9606 GN=FIGNL1 PE=1 SV=2,6620,149160,144100,122790,172350,144280,163400,225720,204520,205430,137130,95220,127140,136250,135330,145070,165350,168030,166970
Q6PJ61,F-box only protein 46,FBXO46,sp|Q6PJ61|FBX46_HUMAN F-box only protein 46 OS=Homo sapiens OX=9606 GN=FBXO46 PE=1 SV=3,6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PJ69,Tripartite motif-containing protein 65,TRIM65,sp|Q6PJ69|TRI65_HUMAN Tripartite motif-containing protein 65 OS=Homo sapiens OX=9606 GN=TRIM65 PE=1 SV=3;tr|H0YGS7|H0YGS7_HUMAN Tripartite motif-containing protein 65 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM65 PE=1 SV=1;tr|H0YG27|H0YG27_HUMAN Tripartite ,6622,131890,109550,114490,44960,37888,32295,149600,144740,123620,182950,123610,151110,14939,26111,26016,136550,130430,130380
Q6PJF5,Inactive rhomboid protein 2,RHBDF2,sp|Q6PJF5|RHDF2_HUMAN Inactive rhomboid protein 2 OS=Homo sapiens OX=9606 GN=RHBDF2 PE=1 SV=2;tr|K7EPV3|K7EPV3_HUMAN Inactive rhomboid protein (Fragment) OS=Homo sapiens OX=9606 GN=RHBDF2 PE=1 SV=1,6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PJG6,BRCA1-associated ATM activator 1,BRAT1,sp|Q6PJG6|BRAT1_HUMAN BRCA1-associated ATM activator 1 OS=Homo sapiens OX=9606 GN=BRAT1 PE=1 SV=2,6624,235770,226220,202890,288410,255070,293850,368530,349000,316200,448630,296270,316930,427480,421830,391260,389740,373570,402960
Q6PJG9,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,LRFN4,sp|Q6PJG9|LRFN4_HUMAN Leucine-rich repeat and fibronectin type-III domain-containing protein 4 OS=Homo sapiens OX=9606 GN=LRFN4 PE=1 SV=1,6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PJI9,WD repeat-containing protein 59,WDR59,sp|Q6PJI9|WDR59_HUMAN GATOR complex protein WDR59 OS=Homo sapiens OX=9606 GN=WDR59 PE=1 SV=2,6626,33245,27561,31575,16766,13123,14243,30384,27248,22865,0,0,0,0,0,0,0,0,0
Q6PJP8,DNA cross-link repair 1A protein,DCLRE1A,sp|Q6PJP8|DCR1A_HUMAN DNA cross-link repair 1A protein OS=Homo sapiens OX=9606 GN=DCLRE1A PE=1 SV=3,6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6PJT7,Zinc finger CCCH domain-containing protein 14,ZC3H14,sp|Q6PJT7|ZC3HE_HUMAN Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1;tr|G3V256|G3V256_HUMAN Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1;tr|H0YJA2|H0YJA2_HUMAN Zinc fin,6629,1584100,1484300,1376500,1882100,1692300,1738900,1952300,1749600,1740000,2719100,2082100,2237000,2910900,2767900,2615400,2525700,2650000,2627300
Q6PK18,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3,OGFOD3,sp|Q6PK18|OGFD3_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 OS=Homo sapiens OX=9606 GN=OGFOD3 PE=1 SV=2;tr|K7ENS7|K7ENS7_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3 (Fragment) OS=Homo sapi,6630,18174,13999,12682,14038,15791,13805,16944,14539,15353,43202,29808,35134,28464,25246,28448,30126,32683,32797
Q6PKC3,Thioredoxin domain-containing protein 11,TXNDC11,sp|Q6PKC3|TXD11_HUMAN Thioredoxin domain-containing protein 11 OS=Homo sapiens OX=9606 GN=TXNDC11 PE=1 SV=2,6631,26270,26534,27467,9989.9,7916.1,11434,24948,24103,25504,31119,20694,21599,10212,8722.1,8338.1,20373,21144,22953
Q6PKG0,La-related protein 1,LARP1,sp|Q6PKG0|LARP1_HUMAN La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2;tr|A0A0B4J210|A0A0B4J210_HUMAN La-related protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=5;tr|E5RH50|E5RH50_HUMAN La-related protein 1 (Fragment) OS=Homo s,6632,10688000,9016900,8693800,7033300,6593100,6901500,9643300,8355000,8580000,11385000,8099800,9540700,6890200,6550000,6472200,8709100,8584400,8855400
Q6PL18,ATPase family AAA domain-containing protein 2,ATAD2,sp|Q6PL18|ATAD2_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ATAD2 PE=1 SV=1;tr|A0A0B4J211|A0A0B4J211_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ATAD2 PE=1 SV=1,6633,101460,111760,97202,80953,70274,70739,94825,90009,79290,219200,180060,157110,115330,133000,113780,124270,126830,139960
Q6PL24,Protein TMED8,TMED8,sp|Q6PL24|TMED8_HUMAN Protein TMED8 OS=Homo sapiens OX=9606 GN=TMED8 PE=1 SV=1,6634,336430,316140,271400,319480,324170,335410,272490,247120,262940,139950,105270,122030,138780,126880,133010,97013,94002,103740
Q6PML9,Zinc transporter 9,SLC30A9,sp|Q6PML9|ZNT9_HUMAN Zinc transporter 9 OS=Homo sapiens OX=9606 GN=SLC30A9 PE=1 SV=1,6635,321360,293710,282300,375580,343910,365370,304330,274310,295780,587780,420540,480440,591980,588300,572750,476120,443530,489780
Q6Q0C0,E3 ubiquitin-protein ligase TRAF7,TRAF7,sp|Q6Q0C0|TRAF7_HUMAN E3 ubiquitin-protein ligase TRAF7 OS=Homo sapiens OX=9606 GN=TRAF7 PE=1 SV=1,6636,22129,16701,16097,13080,13987,15101,18603,16560,15314,102710,72783,81975,62339,65990,62806,76536,74213,77051
Q6QHF9,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,PAOX,sp|Q6QHF9|PAOX_HUMAN Peroxisomal N(1)-acetyl-spermine/spermidine oxidase OS=Homo sapiens OX=9606 GN=PAOX PE=1 SV=3,6637,0,0,0,0,0,0,0,0,0,10698,6496.8,7173.6,20073,20031,22147,28631,26750,33621
Q6QNY0,Biogenesis of lysosome-related organelles complex 1 subunit 3,BLOC1S3,sp|Q6QNY0|BL1S3_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 3 OS=Homo sapiens OX=9606 GN=BLOC1S3 PE=1 SV=1,6638,168420,229340,159080,182440,137970,189220,184790,206740,203220,186240,121340,127360,116500,123310,123740,136340,119450,123540
Q6QNY1,Biogenesis of lysosome-related organelles complex 1 subunit 2,BLOC1S2,sp|Q6QNY1|BL1S2_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens OX=9606 GN=BLOC1S2 PE=1 SV=1;tr|J3QRU7|J3QRU7_HUMAN Biogenesis of lysosome-related organelles complex 1 subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=BLOC,6639,92929,95465,77978,117490,77365,102410,176940,126650,151420,0,0,0,0,0,0,0,0,0
Q6R327,Rapamycin-insensitive companion of mTOR,RICTOR,sp|Q6R327|RICTR_HUMAN Rapamycin-insensitive companion of mTOR OS=Homo sapiens OX=9606 GN=RICTOR PE=1 SV=1,6640,653610,571180,534270,635440,536320,565400,447360,423530,429990,881100,707850,763510,787090,763990,719800,584790,599560,627780
Q6RFH5,WD repeat-containing protein 74,WDR74,sp|Q6RFH5|WDR74_HUMAN WD repeat-containing protein 74 OS=Homo sapiens OX=9606 GN=WDR74 PE=1 SV=1,6641,214040,197450,158700,189300,174130,163850,229410,219540,193230,384760,283730,287100,298690,303530,261210,293050,314070,310320
Q6RI45,Bromodomain and WD repeat-containing protein 3,BRWD3,sp|Q6RI45|BRWD3_HUMAN Bromodomain and WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=BRWD3 PE=1 SV=2,6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6RW13,Type-1 angiotensin II receptor-associated protein,AGTRAP,sp|Q6RW13|ATRAP_HUMAN Type-1 angiotensin II receptor-associated protein OS=Homo sapiens OX=9606 GN=AGTRAP PE=1 SV=1,6643,349990,312610,250210,153220,159460,170920,188250,149000,161440,410420,271330,279130,180230,160190,133270,169940,177920,159820
Q6SJ93,Protein FAM111B,FAM111B,sp|Q6SJ93|F111B_HUMAN Protein FAM111B OS=Homo sapiens OX=9606 GN=FAM111B PE=1 SV=1,6645,119430,107590,99785,135080,132850,149490,50526,46921,54614,339620,262020,290900,361580,399930,363850,81697,100090,97059
Q6SPF0,Atherin,SAMD1,sp|Q6SPF0|SAMD1_HUMAN Atherin OS=Homo sapiens OX=9606 GN=SAMD1 PE=1 SV=1;tr|E9PIW9|E9PIW9_HUMAN Atherin OS=Homo sapiens OX=9606 GN=SAMD1 PE=1 SV=1,6646,62026,63532,53013,106590,90066,89199,121360,111700,113450,78460,51322,67333,84542,75566,72096,90435,99656,104320
Q6STE5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3,SMARCD3,sp|Q6STE5|SMRD3_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 OS=Homo sapiens OX=9606 GN=SMARCD3 PE=1 SV=1,6647,4327,5284.7,2132.7,4708.2,3190.9,4584.4,679.4,0,0,19634,17889,17847,21348,21415,21224,2860,3059,3215.6
Q6UB28,"Methionine aminopeptidase 1D, mitochondrial",METAP1D,"sp|Q6UB28|MAP12_HUMAN Methionine aminopeptidase 1D, mitochondrial OS=Homo sapiens OX=9606 GN=METAP1D PE=1 SV=1",6648,57395,51741,57586,58300,66337,77680,59244,44470,43440,0,0,0,0,0,0,0,0,0
Q6UB98,Ankyrin repeat domain-containing protein 12,ANKRD12,sp|Q6UB98|ANR12_HUMAN Ankyrin repeat domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ANKRD12 PE=1 SV=3,6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6UB99,Ankyrin repeat domain-containing protein 11,ANKRD11,sp|Q6UB99|ANR11_HUMAN Ankyrin repeat domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ANKRD11 PE=1 SV=3,6650,69644,64089,57868,72867,78960,71638,79858,67738,68598,60237,40144,52218,60451,57830,55886,55780,57809,49953
Q6ULP2,Aftiphilin,AFTPH,sp|Q6ULP2|AFTIN_HUMAN Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3,6651,113710,101560,89064,137150,135260,135450,185660,169560,169810,194160,143040,162090,178650,191010,209690,246720,229690,274570
Q6UN15,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,sp|Q6UN15|FIP1_HUMAN Pre-mRNA 3-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1,6652,878700,861570,702580,1055400,976890,994550,1269600,1106800,1104500,1450600,1028000,1291400,1529200,1489700,1436100,1627000,1682600,1687300
Q6UUV7,CREB-regulated transcription coactivator 3,CRTC3,sp|Q6UUV7|CRTC3_HUMAN CREB-regulated transcription coactivator 3 OS=Homo sapiens OX=9606 GN=CRTC3 PE=1 SV=2,6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6UUV9,CREB-regulated transcription coactivator 1,CRTC1,sp|Q6UUV9|CRTC1_HUMAN CREB-regulated transcription coactivator 1 OS=Homo sapiens OX=9606 GN=CRTC1 PE=1 SV=2;tr|M0QXN6|M0QXN6_HUMAN CREB-regulated transcription coactivator 1 OS=Homo sapiens OX=9606 GN=CRTC1 PE=1 SV=1;tr|M0QX46|M0QX46_HUMAN CREB-regulated t,6654,145180,128430,125420,112250,120580,115320,249710,212070,236880,105150,70561,75541,82427,75138,73026,158010,154540,143310
Q6UVJ0,Spindle assembly abnormal protein 6 homolog,SASS6,sp|Q6UVJ0|SAS6_HUMAN Spindle assembly abnormal protein 6 homolog OS=Homo sapiens OX=9606 GN=SASS6 PE=1 SV=1,6655,29173,28832,21362,63541,71085,67853,149080,134970,125700,118070,77798,93730,174080,201410,181290,293010,272910,303790
Q6UW63,KDEL motif-containing protein 1,KDELC1,sp|Q6UW63|PLGT2_HUMAN Protein O-glucosyltransferase 2 OS=Homo sapiens OX=9606 GN=KDELC1 PE=1 SV=1,6656,254360,230760,205920,69813,65951,69745,95854,88242,86116,348880,269270,282800,107150,127400,121980,130040,135960,139140
Q6UWB1,Interleukin-27 receptor subunit alpha,IL27RA,sp|Q6UWB1|I27RA_HUMAN Interleukin-27 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL27RA PE=2 SV=2,6657,0,0,0,0,0,0,0,0,0,20119,17113,15419,14807,13325,12653,46768,54370,55680
Q6UWE0,E3 ubiquitin-protein ligase LRSAM1,LRSAM1,sp|Q6UWE0|LRSM1_HUMAN E3 ubiquitin-protein ligase LRSAM1 OS=Homo sapiens OX=9606 GN=LRSAM1 PE=1 SV=1,6658,460560,370490,381730,389100,416510,389930,461810,397600,412160,775060,554300,644070,606500,618240,621850,429010,392880,474880
Q6UWJ1,Transmembrane and coiled-coil domain-containing protein 3,TMCO3,sp|Q6UWJ1|TMCO3_HUMAN Transmembrane and coiled-coil domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TMCO3 PE=1 SV=1,6659,1650.7,1233.6,2085,1012.6,0,0,0,1475.4,942.86,145230,97192,115360,37293,36909,49153,30888,45679,38314
Q6UWP2,Dehydrogenase/reductase SDR family member 11,DHRS11,sp|Q6UWP2|DHR11_HUMAN Dehydrogenase/reductase SDR family member 11 OS=Homo sapiens OX=9606 GN=DHRS11 PE=1 SV=1;tr|A0A087WZN3|A0A087WZN3_HUMAN Dehydrogenase/reductase SDR family member 11 (Fragment) OS=Homo sapiens OX=9606 GN=DHRS11 PE=1 SV=1,6661,78093,93369,63564,191500,194270,201260,355040,327030,364500,133540,85769,104260,429060,332490,225990,436090,428540,425550
Q6UWP7,Lysocardiolipin acyltransferase 1,LCLAT1,sp|Q6UWP7|LCLT1_HUMAN Lysocardiolipin acyltransferase 1 OS=Homo sapiens OX=9606 GN=LCLAT1 PE=1 SV=1;tr|C9K0C3|C9K0C3_HUMAN Lysocardiolipin acyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=LCLAT1 PE=1 SV=1,6662,926400,993810,799070,1040600,864040,968870,989270,1002000,979750,1367800,987150,1093500,1321000,1199400,1162300,1246700,1549900,1196800
Q6UWU4,Bombesin receptor-activated protein C6orf89,C6orf89,sp|Q6UWU4|CF089_HUMAN Bombesin receptor-activated protein C6orf89 OS=Homo sapiens OX=9606 GN=C6orf89 PE=1 SV=1,6663,225850,213360,178730,81467,84147,88828,179390,149220,156380,192090,130190,160310,67793,67975,60670,118700,111780,113410
Q6UWV2,Myelin protein zero-like protein 3,MPZL3,sp|Q6UWV2|MPZL3_HUMAN Myelin protein zero-like protein 3 OS=Homo sapiens OX=9606 GN=MPZL3 PE=1 SV=1,6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6UX04,Peptidyl-prolyl cis-trans isomerase CWC27 homolog,CWC27,sp|Q6UX04|CWC27_HUMAN Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1;tr|D6REK3|D6REK3_HUMAN Spliceosome-associated protein CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1,6665,691300,626510,612830,937190,915350,937970,1145700,951230,1038600,432870,289110,328090,514190,513930,461330,540380,512810,559720
Q6UX07,Dehydrogenase/reductase SDR family member 13,DHRS13,sp|Q6UX07|DHR13_HUMAN Dehydrogenase/reductase SDR family member 13 OS=Homo sapiens OX=9606 GN=DHRS13 PE=2 SV=1,6667,11414,11668,10206,23049,16195,20522,45681,49771,46204,4623.8,3451,3734,9480.2,12892,10689,26228,25090,32023
Q6UX65,DNA damage-regulated autophagy modulator protein 2,DRAM2,sp|Q6UX65|DRAM2_HUMAN DNA damage-regulated autophagy modulator protein 2 OS=Homo sapiens OX=9606 GN=DRAM2 PE=1 SV=1,6669,29863,31028,26054,27201,20188,22716,60006,56874,56118,70319,49607,60131,51699,49717,51686,143440,138290,152250
Q6UX71,Plexin domain-containing protein 2,PLXDC2,sp|Q6UX71|PXDC2_HUMAN Plexin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PLXDC2 PE=1 SV=1,6670,98428,85237,91915,7862.5,5387.8,10524,47076,41438,40118,112970,82071,90337,15293,31642,19319,45048,51912,50981
Q6UXD5,Seizure 6-like protein 2,SEZ6L2,sp|Q6UXD5|SE6L2_HUMAN Seizure 6-like protein 2 OS=Homo sapiens OX=9606 GN=SEZ6L2 PE=1 SV=2,6671,3355.5,2514,4603.8,16575,19235,17885,76626,70140,71728,0,0,0,0,0,0,0,0,0
Q6UXG2,UPF0577 protein KIAA1324,KIAA1324,sp|Q6UXG2|K1324_HUMAN UPF0577 protein KIAA1324 OS=Homo sapiens OX=9606 GN=KIAA1324 PE=2 SV=2;tr|E9PB18|E9PB18_HUMAN UPF0577 protein KIAA1324 (Fragment) OS=Homo sapiens OX=9606 GN=KIAA1324 PE=1 SV=1,6672,3173.9,2425.9,771.41,2603.8,2703.4,1853.4,2599.5,2971.6,2427.8,0,0,0,0,0,0,0,0,0
Q6UXN9,WD repeat-containing protein 82,WDR82,sp|Q6UXN9|WDR82_HUMAN WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1,6673,1358700,1670600,1235200,1643400,1407400,1589500,1079300,1142900,930250,1611700,1258400,1332300,2037800,1701100,1493800,1186400,1221000,1223700
Q6UXU6,Transmembrane protein 92,TMEM92,sp|Q6UXU6|TMM92_HUMAN Transmembrane protein 92 OS=Homo sapiens OX=9606 GN=TMEM92 PE=2 SV=1,6674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6V0I7,Protocadherin Fat 4,FAT4,sp|Q6V0I7|FAT4_HUMAN Protocadherin Fat 4 OS=Homo sapiens OX=9606 GN=FAT4 PE=1 SV=2,6675,0,0,0,0,0,0,0,0,0,5859.9,3021.9,4615.1,6960.4,5382.6,3710.6,0,533.25,0
Q6VMQ6,Activating transcription factor 7-interacting protein 1,ATF7IP,sp|Q6VMQ6|MCAF1_HUMAN Activating transcription factor 7-interacting protein 1 OS=Homo sapiens OX=9606 GN=ATF7IP PE=1 SV=3,6676,389500,328040,277700,346690,335160,337000,439460,363810,370020,120530,83655,96307,127200,124000,127030,134470,135160,146840
Q6VY07,Phosphofurin acidic cluster sorting protein 1,PACS1,sp|Q6VY07|PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=2,6677,831770,762820,719670,974520,899500,931010,655540,577730,625210,718470,543680,566270,723480,713460,700370,451420,491870,540800
